code,lenght (cm),width (cm),height (cm),volum (m3),weight (kg),inventory (units)
7952,30,23,7,0.00483,0.005,1
7953,30,25,10,0.0075,0.4,0
7954,30,23,7,0.00483,0.65,0
7955,54,15,5,0.00405,0.025,0
7956,40,30,25,0.03,2,0
7957,20,15,15,0.0045,0.65,0
7958,20,20,8,0.0032,0.2,0
7959,20,20,25,0.01,0.375,0
7960,16,10,2,0.00032,0.01,0
7961,26,1,51,0.001326,0.04,1
7962,15,7,3,0.000315,0.03,14
7963,4,2,6,0.000048,0.005,18
7964,5,38,38,0.00722,0.29,3
7965,7,5,2,0.00007,0.001,420
7966,23,18,3,0.001242,0.005,3
7967,20,11,11,0.00242,0.085,1
7968,18,10,2,0.00036,0.005,10
7969,34,24,9,0.007344,0.5,65
7970,54,31,1,0.001674,0.3,11
7971,41,22,11,0.009922,0.45,4
7972,20,106,50,0.106,8.65,9
7973,50,30,10,0.015,0.8,0
7974,28,15,15,0.0063,0.125,85
7975,8,7,15,0.00084,0.01,4
7976,9,2,26,0.000468,0.015,1
7977,20,8,2,0.00032,0.015,15
7978,35,10,3,0.00105,0.1,9
7979,9,3,32,0.000864,0.01,14
7980,22,8,3,0.000528,0.15,9
7981,22,8,2,0.000352,0.015,6
7982,33,9,1,0.000297,0.01,0
7983,19,16,2,0.000608,0.03,4
7984,30,15,3,0.00135,0.2,1
7985,25,15,15,0.005625,1.1,9
7986,25,20,5,0.0025,0.2,0
7987,17,9,2,0.000306,0.01,1
7988,12,10,15,0.0018,0.4,0
7989,13,9,7,0.000819,0.17,237
7990,20,18,3,0.00108,0.2,0
7991,10,10,5,0.0005,0.1,0
7992,17,10,8,0.00136,0.035,4
7993,15,15,9,0.002025,0.38,8
7994,77,32,26,0.064064,3.4,2
7995,77,32,27,0.066528,3.455,6
7996,5,5,5,0.000125,0.1,3
7997,239,56,20,0.26768,3.65,18
7998,27,25,7,0.004725,0.02,4
7999,40,25,10,0.01,0.02,0
8000,20,17,2,0.00068,0.015,10
8001,3,3,10,0.00009,0.1,104
8002,13,10,1,0.00013,0.001,1
8003,15,10,5,0.00075,0.3,5
8004,48,8,7,0.002688,0.195,6
8005,11,18,19,0.003762,0.145,0
8006,16,15,14,0.00336,1.6,0
8007,50,14,3,0.0021,0.075,13
8008,10,10,5,0.0005,0.2,0
8009,9,9,2,0.000162,0.005,5
8010,26,9,5,0.00117,0.045,0
8011,35,10,15,0.00525,0.3,0
8012,40,11,5,0.0022,0.055,40
8013,15,15,5,0.001125,0.9,0
8014,14,3,22,0.000924,0.005,8
8015,17,3,22,0.001122,0.01,4
8016,83,10,1,0.00083,0.005,1
8017,20,16,9,0.00288,0.06,6
8018,30,25,25,0.01875,2.6,0
8019,17,26,19,0.008398,0.23,6
8020,14,24,16,0.005376,0.105,1
8021,30,25,25,0.01875,2.6,71
8022,38,23,23,0.020102,2.8,50
8023,22,21,29,0.013398,0.255,1
8024,10,6,6,0.00036,0.015,72
8025,16,8,6,0.000768,0.01,1
8026,25,9,1,0.000225,0.01,11
8027,22,9,2,0.000396,0.01,7
8028,8,8,1,0.000064,0.001,4
8029,20,15,10,0.003,1.6,0
8030,14,10,10,0.0014,1.6,26
8031,21,3,2,0.000126,0.01,76
8032,1400,40,15,0.84,3,4
8033,140,40,20,0.112,0.3,24
8034,3,2,3,0.000018,0.005,112
8035,11,4,3,0.000132,0.1,228
8036,10,2,2,0.00004,0.1,56
8037,10,10,10,0.001,0.9,0
8038,5,10,10,0.0005,0.4,9
8039,64,35,30,0.0672,4.9,2
8040,64,34,30,0.06528,4.2,2
8041,50,20,15,0.015,2,0
8042,38,35,16,0.02128,1.96,7
8043,36,25,30,0.027,2.1,1
8044,60,20,20,0.024,4.8,0
8045,18,18,58,0.018792,3,2
8046,20,15,10,0.003,2,5
8047,7,14,13,0.001274,0.19,122
8048,7,5,17,0.000595,0.025,0
8049,7,14,8,0.000784,0.03,1
8050,58,35,9,0.01827,8,6
8051,35,24,6,0.00504,0.075,0
8052,25,25,11,0.006875,0.9,7
8053,30,10,5,0.0015,0.8,0
8054,27,9,2,0.000486,0.01,6
8055,22,8,1,0.000176,0.1,1
8056,29,8,3,0.000696,0.01,0
8057,35,9,3,0.000945,0.1,0
8058,35,25,15,0.013125,3.5,0
8059,20,19,14,0.00532,0.38,3
8060,32,35,6,0.00672,0.68,67
8061,63,22,22,0.030492,0.435,3
8062,89,11,20,0.01958,3.05,8
8063,60,7,6,0.00252,0.19,12
8064,16,6,2,0.000192,0.09,1
8065,8,19,15,0.00228,0.165,33
8066,35,25,15,0.013125,3.5,0
8067,32,19,12,0.007296,3,0
8068,40,20,15,0.012,1.7,1
8069,30,30,5,0.0045,4.5,0
8070,29,29,10,0.00841,0.895,7
8071,62,23,8,0.011408,0.385,0
8072,62,43,8,0.021328,4.3,110
8073,61,29,8,0.014152,4,11
8074,62,43,8,0.021328,4.3,140
8075,15,11,7,0.001155,0.065,3
8076,15,15,4,0.0009,0.05,18
8077,24,16,4,0.001536,0.045,26
8078,15,15,10,0.00225,0.5,16
8079,18,13,5,0.00117,0.45,14
8080,15,5,20,0.0015,0.05,30
8081,26,15,4,0.00156,0.045,36
8082,25,20,15,0.0075,2.4,10
8083,17,13,17,0.003757,0.07,0
8084,20,15,12,0.0036,0.84,0
8085,50,40,30,0.06,2,0
8086,19,7,19,0.002527,0.01,2
8087,79,19,4,0.006004,0.015,1
8088,46,25,5,0.00575,0.2,0
8089,47,30,3,0.00423,0.02,4
8090,11,4,45,0.00198,0.02,12
8091,33,27,27,0.024057,10,4
8092,30,19,17,0.00969,18.5,25
8093,11,7,23,0.001771,0.9,2714
8094,,6,10,0,0.014,3290
8095,24,18,18,0.007776,12,0
8096,60,12,47,0.03384,3.15,1
8097,60,12,47,0.03384,3.15,0
8098,14,16,4,0.000896,0.035,10
8099,20,10,5,0.001,0.3,0
8100,10,10,5,0.0005,0.6,0
8101,10,10,2,0.0002,0.001,3
8102,6,6,3,0.000108,0.1,12
8103,5,5,3,0.000075,0.15,2
8104,5,5,5,0.000125,0.1,4
8105,23,17,9,0.003519,0.145,1
8106,15,12,12,0.00216,0.7,0
8107,35,35,7,0.008575,6.35,0
8108,35,33,15,0.017325,10.4,61
8109,100,55,20,0.11,3,0
8110,100,20,55,0.11,4,6
8111,7,35,22,0.00539,0.08,0
8112,30,25,20,0.015,7,1
8113,57,31,23,0.040641,2.48,5
8114,40,10,10,0.004,0.2,0
8115,29,10,7,0.00203,0.02,1
8116,39,35,13,0.017745,0.075,1
8117,16,25,38,0.0152,1.4,1
8118,38,26,16,0.015808,1.4,12
8119,35,20,5,0.0035,0.065,1
8120,40,10,2,0.0008,0.01,0
8121,21,16,8,0.002688,0.025,0
8122,26,20,6,0.00312,0.025,18
8123,22,16,6,0.002112,0.02,0
8124,25,11,7,0.001925,0.3,0
8125,43,14,14,0.008428,2.5,1
8126,24,15,9,0.00324,0.22,17
8127,15,24,23,0.00828,0.695,0
8128,25,15,15,0.005625,6.8,0
8129,14,21,21,0.006174,0.745,0
8130,36,36,6,0.007776,13.35,131
8131,22,7,4,0.000616,1.3,2
8132,24,16,6,0.002304,1.525,5
8133,17,7,17,0.002023,0.15,1
8134,24,16,5,0.00192,1.5,52
8135,16,7,4,0.000448,0.02,4
8136,61,40,5,0.0122,0.72,5
8137,12,18,6,0.001296,0.07,16
8138,80,13,13,0.01352,3,6
8139,10,6,16,0.00096,0.03,9
8140,6,20,10,0.0012,0.35,0
8141,12,9,10,0.00108,0.07,17
8142,18,15,6,0.00162,0.01,5
8143,25,15,5,0.001875,0.2,0
8144,7,25,15,0.002625,0.035,1
8145,55,30,10,0.0165,2.2,0
8146,27,15,1,0.000405,0.1,0
8147,10,5,5,0.00025,0.1,0
8148,19,10,1,0.00019,0.001,10
8149,18,12,1,0.000216,0.001,39
8150,15,11,11,0.001815,0.07,0
8151,25,18,4,0.0018,0.02,4
8152,31,8,1,0.000248,0.01,7
8153,8,2,20,0.00032,0.01,0
8154,14,10,3,0.00042,0.005,2
8155,65,4,4,0.00104,0.3,0
8156,70,34,2,0.00476,0.015,10
8157,1,30,9,0.00027,1.315,140
8158,40,20,15,0.012,0.7,5
8159,45,30,20,0.027,2.5,0
8160,45,30,20,0.027,2.5,2
8161,40,25,10,0.01,0.5,0
8162,35,5,5,0.000875,0.2,0
8163,70,20,25,0.035,4,10
8164,80,35,30,0.084,3.1,9
8165,12,13,25,0.0039,0.055,22
8166,30,15,10,0.0045,0.2,2
8167,25,15,15,0.005625,0.35,0
8168,12,33,24,0.009504,0.055,20
8169,29,24,6,0.004176,0.01,0
8170,20,20,15,0.006,0.6,0
8171,107,36,10,0.03852,0.098,0
8172,70,37,60,0.1554,2.9,0
8173,118,23,27,0.073278,2,31
8174,76,7,3,0.001596,0.055,9
8175,50,8,3,0.0012,0.01,9
8176,4,172,14,0.009632,1,0
8177,5,2,2,0.00002,0.1,0
8178,35,20,25,0.0175,1.35,0
8179,32,15,26,0.01248,1.4,12
8180,30,30,25,0.0225,1.5,0
8181,27,15,33,0.013365,1.55,11
8182,195,52,18,0.18252,0.31,3
8183,8,3,61,0.001464,0.02,7
8184,109,16,13,0.022672,1.4,0
8185,20,7,23,0.00322,1.5,0
8186,22,18,7,0.002772,0.02,66
8187,20,7,23,0.00322,0.15,0
8188,28,8,2,0.000448,0.02,78
8189,25,22,18,0.0099,0.25,0
8190,25,12,10,0.003,0.1,3
8191,30,25,20,0.015,0.3,0
8192,30,15,15,0.00675,0.3,0
8193,12,9,27,0.002916,0.015,11
8194,60,20,20,0.024,4.8,0
8195,60,20,20,0.024,4.8,0
8196,50,33,17,0.02805,8.85,0
8197,67,9,10,0.00603,0.23,2
8198,80,20,20,0.032,5.7,0
8199,10,5,5,0.00025,0.1,0
8200,52,8,3,0.001248,0.015,1
8201,22,18,7,0.002772,0.205,16
8202,35,10,10,0.0035,0.6,0
8203,35,4,4,0.00056,0.6,3
8204,30,25,20,0.015,5,0
8205,13,24,17,0.005304,0.68,3
8206,12,53,36,0.022896,0.19,9
8207,9,15,16,0.00216,0.03,1
8208,18,19,7,0.002394,0.025,2
8209,20,20,10,0.004,0.3,9
8210,25,23,12,0.0069,0.75,0
8211,90,70,10,0.063,1.8,4
8212,161,107,19,0.327313,1.45,34
8213,9,29,16,0.004176,0.02,278
8214,23,9,2,0.000414,0.015,58
8215,25,25,10,0.00625,0.3,0
8216,116,43,30,0.14964,8.1,0
8217,16,16,5,0.00128,0.01,0
8218,12,10,3,0.00036,0.015,0
8219,26,26,6,0.004056,0.2,92
8220,20,17,7,0.00238,0.02,378
8221,153,94,9,0.129438,6.8,9
8222,61,23,23,0.032269,0.06,1
8223,80,10,4,0.0032,0.2,0
8224,80,10,4,0.0032,0.2,0
8225,70,10,10,0.007,0.3,0
8226,35,25,20,0.0175,1.5,0
8227,8,16,3,0.000384,0.005,1
8228,172,40,42,0.28896,5.65,1
8229,29,15,10,0.00435,0.025,0
8230,35,15,5,0.002625,0.2,0
8231,35,15,5,0.002625,0.2,1
8232,70,5,5,0.00175,0.25,0
8233,55,22,1,0.00121,0.02,38
8234,7,16,2,0.000224,0.01,48
8235,6,3,4,0.000072,0.001,2
8236,20,12,10,0.0024,0.025,4
8237,8,8,19,0.001216,0.025,8
8238,20,10,5,0.001,0.2,0
8239,15,9,2,0.00027,0.075,8
8240,22,9,2,0.000396,0.005,3
8241,60,40,30,0.072,4,0
8242,20,12,7,0.00168,2.25,0
8243,19,10,8,0.00152,0.195,29
8244,58,8,17,0.007888,0.65,1
8245,59,46,6,0.016284,0.72,5
8246,42,10,42,0.01764,0.72,3
8247,22,3,5,0.00033,0.04,4
8248,30,10,10,0.003,0.2,0
8249,970,700,9,6.111,4.9,4
8250,40,35,22,0.0308,2.2,0
8251,43,19,27,0.022059,0.181,5
8252,13,24,10,0.00312,0.685,2
8253,20,15,10,0.003,1.3,0
8254,7,8,13,0.000728,0.11,39
8255,93,15,58,0.08091,8.2,0
8256,6,21,14,0.001764,0.13,3
8257,6,13,13,0.001014,0.12,201
8258,23,11,7,0.001771,0.8,2
8259,7,5,5,0.000175,0.05,0
8260,5,3,3,0.000045,0.4,0
8261,16,20,21,0.00672,0.385,1
8262,22,23,17,0.008602,0.475,1
8263,31,32,11,0.010912,16.7,8
8264,5,34,34,0.00578,0.895,0
8265,12,12,7,0.001008,1.2,0
8266,10,5,5,0.00025,0.5,0
8267,40,10,5,0.002,0.1,0
8268,35,4,2,0.00028,0.1,0
8269,65,25,21,0.034125,5,0
8270,64,23,21,0.030912,5,0
8271,19,19,60,0.02166,0.46,2
8272,65,25,21,0.034125,5,7
8273,60,18,18,0.01944,0.425,6
8274,65,25,21,0.034125,5,0
8275,64,22,20,0.02816,5.05,19
8276,64,22,20,0.02816,5.05,16
8277,76,14,10,0.01064,0.225,6
8278,60,7,6,0.00252,0.155,8
8279,15,15,5,0.001125,0.6,0
8280,28,20,5,0.0028,0.15,86
8281,28,23,5,0.00322,0.015,402
8282,20,20,10,0.004,1.8,0
8283,25,18,5,0.00225,1.8,0
8284,11,22,8,0.001936,1.89,0
8285,16,24,5,0.00192,1.755,24
8286,20,20,10,0.004,2.6,0
8287,11,19,15,0.003135,0.255,6
8288,8,22,15,0.00264,2.5,15
8289,20,11,7,0.00154,0.105,10
8290,16,14,7,0.001568,1,10
8291,30,30,5,0.0045,9,0
8292,29,29,12,0.010092,9.8,24
8293,65,60,30,0.117,5,0
8294,51,53,7,0.018921,0.005,62
8295,63,31,8,0.015624,5,0
8296,63,30,8,0.01512,5,35
8297,5,15,15,0.001125,0.055,7
8298,24,20,5,0.0024,0.05,0
8299,20,17,5,0.0017,0.01,0
8300,10,5,5,0.00025,0.1,0
8301,40,13,3,0.00156,0.4,0
8302,28,17,20,0.00952,1.7,0
8303,20,11,11,0.00242,0.035,0
8304,8,32,32,0.008192,0.61,5
8305,90,13,52,0.06084,3,0
8306,20,18,4,0.00144,0.03,1
8307,25,15,5,0.001875,0.015,0
8308,8,2,20,0.00032,0.01,9
8309,22,19,12,0.005016,0.045,24
8310,31,21,15,0.009765,0.065,8
8311,100,40,1,0.004,0.005,0
8312,90,30,5,0.0135,0.2,2
8313,23,16,16,0.005888,0.04,116
8314,23,16,15,0.00552,0.05,501
8315,20,20,5,0.002,0.1,0
8316,10,2,2,0.00004,0.1,719
8317,10,2,2,0.00004,0.1,79
8318,11,4,4,0.000176,0.1,493
8319,10,2,2,0.00004,0.1,0
8320,11,4,4,0.000176,0.1,446
8321,10,2,2,0.00004,0.1,118
8322,10,3,3,0.00009,0.1,0
8323,10,2,2,0.00004,0.1,69
8324,10,3,3,0.00009,0.1,116
8325,9,2,2,0.000036,0.045,620
8326,18,8,4,0.000576,0.02,4
8327,18,8,4,0.000576,0.015,5
8328,89,30,26,0.06942,3.43,2
8329,59,32,21,0.039648,2.08,4
8330,50,20,10,0.01,0.4,0
8331,50,20,10,0.01,0.4,0
8332,36,26,20,0.01872,1.45,0
8333,15,10,10,0.0015,0.1,1
8334,64,22,22,0.030976,4.35,3
8335,64,22,21,0.029568,0.435,2
8336,15,22,20,0.0066,0.615,1
8337,60,7,6,0.00252,0.165,32
8338,83,12,12,0.011952,2.3,18
8339,61,7,6,0.002562,0.165,46
8340,63,20,1,0.00126,0.015,1
8341,18,8,4,0.000576,0.025,10
8342,70,12,48,0.04032,3.05,0
8343,60,50,10,0.03,3,0
8344,4,3,4,0.000048,0.005,1
8345,30,30,3,0.0027,0.9,0
8346,10,10,10,0.001,0.045,9
8347,5,5,5,0.000125,0.1,0
8348,5,5,2,0.00005,0.05,146
8349,16,9,3,0.000432,0.005,1
8350,10,8,6,0.00048,0.015,3
8351,20,16,2,0.00064,0.005,7
8352,6,6,3,0.000108,0.1,0
8353,15,7,3,0.000315,0.015,0
8354,15,7,3,0.000315,0.02,18
8355,7,3,5,0.000105,0.005,1
8356,9,3,17,0.000459,0.001,4
8357,18,8,4,0.000576,0.015,3
8358,10,10,14,0.0014,0.045,119
8359,10,10,14,0.0014,0.4,41
8360,14,10,1,0.00014,0.001,2
8361,19,19,6,0.002166,0.01,2
8362,19,6,19,0.002166,0.01,8
8363,5,5,4,0.0001,0.01,13
8364,19,16,3,0.000912,0.1,17
8365,19,9,3,0.000513,0.05,38
8366,21,8,2,0.000336,0.005,12
8367,35,10,5,0.00175,0.1,0
8368,30,9,3,0.00081,0.1,6
8369,20,15,5,0.0015,0.1,0
8370,15,17,4,0.00102,0.005,0
8371,20,15,10,0.003,0.3,0
8372,64,25,21,0.0336,7,0
8373,70,10,10,0.007,2.5,0
8374,65,8,8,0.00416,4,3
8375,60,7,6,0.00252,0.235,12
8376,18,9,5,0.00081,0.015,3
8377,35,10,5,0.00175,1.2,0
8378,22,12,5,0.00132,0.115,1
8379,16,15,11,0.00264,0.185,3
8380,42,42,10,0.01764,13.35,0
8381,40,40,10,0.016,13,0
8382,38,37,6,0.008436,0.805,20
8383,37,34,5,0.00629,0.008,41
8384,30,10,5,0.0015,0.4,0
8385,24,9,9,0.001944,0.5,12
8386,30,10,5,0.0015,0.4,0
8387,24,9,9,0.001944,0.5,0
8388,25,20,15,0.0075,1.2,0
8389,10,5,5,0.00025,0.2,0
8390,60,10,10,0.006,0.002,1
8391,15,15,10,0.00225,0.6,2
8392,23,31,8,0.005704,0.15,106
8393,23,30,8,0.00552,0.015,24
8394,15,12,7,0.00126,1.3,10
8395,18,18,7,0.002268,0.095,61
8396,11,7,15,0.001155,0.095,3
8397,18,13,6,0.001404,0.095,29
8398,29,14,10,0.00406,1.6,0
8399,36,6,5,0.00108,0.5,43
8400,24,4,12,0.001152,0.855,17
8401,12,5,24,0.00144,0.085,15
8402,18,17,7,0.002142,0.115,0
8403,15,7,5,0.000525,0.01,4
8404,32,18,4,0.002304,0.04,8
8405,46,13,4,0.002392,0.045,43
8406,19,11,7,0.001463,0.05,0
8407,16,8,4,0.000512,0.005,87
8408,7,7,4,0.000196,0.05,236
8409,50,20,4,0.004,0.04,2
8410,40,5,5,0.001,0.2,0
8411,55,22,1,0.00121,0.3,4
8412,50,22,1,0.0011,0.035,5
8413,56,22,1,0.001232,0.03,2
8414,55,22,1,0.00121,0.035,4
8415,3,58,30,0.00522,0.075,17
8416,15,22,28,0.00924,1.6,3
8417,10,10,5,0.0005,0.75,0
8418,18,12,7,0.001512,3.32,0
8419,22,15,6,0.00198,2.7,0
8420,55,30,30,0.0495,5.3,0
8421,23,18,5,0.00207,0.005,3
8422,76,43,25,0.0817,2.6,6
8423,61,32,23,0.044896,1.95,6
8424,10,5,5,0.00025,0.1,0
8425,30,23,8,0.00552,0.035,1
8426,22,22,6,0.002904,0.1,0
8427,14,9,9,0.001134,0.115,2
8428,15,12,5,0.0009,0.7,0
8429,13,14,5,0.00091,0.055,11
8430,21,7,11,0.001617,0.3,0
8431,16,7,19,0.002128,0.03,14
8432,30,19,14,0.00798,0.06,1
8433,30,20,15,0.009,0.3,1
8434,20,36,26,0.01872,0.155,1
8435,40,24,6,0.00576,0.025,1
8436,28,15,15,0.0063,0.2,0
8437,25,15,10,0.00375,0.2,0
8438,15,11,11,0.001815,0.01,0
8439,14,16,12,0.002688,0.02,2
8440,21,25,6,0.00315,0.035,92
8441,26,21,6,0.003276,0.03,8
8442,11,15,25,0.004125,0.105,18
8443,24,19,3,0.001368,0.2,10
8444,15,6,6,0.00054,0.2,0
8445,14,9,4,0.000504,0.001,0
8446,10,10,5,0.0005,0.2,0
8447,22,17,3,0.001122,0.2,0
8448,6,8,3,0.000144,0.1,4
8449,10,10,5,0.0005,0.1,0
8450,10,10,5,0.0005,0.1,0
8451,10,5,34,0.0017,0.165,4
8452,8,3,2,0.000048,0.165,4
8453,5,5,5,0.000125,0.1,7
8454,18,90,44,0.07128,2.945,0
8455,65,6,4,0.00156,0.005,1
8456,15,10,7,0.00105,0.01,15
8457,8,8,2,0.000128,0.1,0
8458,8,8,2,0.000128,0.02,0
8459,8,8,2,0.000128,0.1,0
8460,18,8,4,0.000576,0.05,6
8461,2,2,2,0.000008,0.1,0
8462,40,40,6,0.0096,3,1
8463,40,40,6,0.0096,3,3
8464,17,7,4,0.000476,0.01,9
8465,10,5,5,0.00025,0.1,4
8466,17,11,7,0.001309,0.01,10
8467,20,12,6,0.00144,0.9,63
8468,8,8,11,0.000704,0.03,777
8469,10,8,8,0.00064,0.035,150
8470,16,5,4,0.00032,0.025,2
8471,11,11,3,0.000363,0.01,0
8472,15,8,6,0.00072,0.25,2
8473,5,5,5,0.000125,0.1,7
8474,15,12,8,0.00144,1,3
8475,16,3,17,0.000816,0.04,7
8476,28,16,5,0.00224,0.1,0
8477,28,14,5,0.00196,0.025,70
8478,15,10,5,0.00075,0.1,6
8479,15,10,5,0.00075,0.2,11
8480,5,5,2,0.00005,0.1,46
8481,26,20,4,0.00208,0.15,19
8482,10,10,5,0.0005,0.1,0
8483,8,8,3,0.000192,0.005,23
8484,35,25,15,0.013125,3.5,3
8485,45,34,1,0.00153,0.05,1
8486,7,7,2,0.000098,0.1,0
8487,7,1,7,0.000049,0.001,1
8488,5,5,2,0.00005,0.1,0
8489,29,24,5,0.00348,0.035,9
8490,20,20,11,0.0044,0.8,2
8491,10,5,5,0.00025,0.3,2
8492,13,13,3,0.000507,0.01,28
8493,22,40,26,0.02288,0.655,3
8494,4,3,2,0.000024,0.1,0
8495,150,130,10,0.195,15,2
8496,25,25,4,0.0025,0.5,2
8497,12,10,15,0.0018,0.4,0
8498,12,10,15,0.0018,0.4,5
8499,14,10,8,0.00112,0.04,0
8500,14,9,7,0.000882,0.03,10
8501,15,12,9,0.00162,0.02,4
8502,30,10,5,0.0015,0.6,8
8503,50,30,17,0.0255,12,1
8504,21,9,5,0.000945,0.025,16
8505,9,13,13,0.001521,0.2,0
8506,29,16,19,0.008816,0.01,182
8507,42,17,3,0.002142,0.2,232
8508,16,6,5,0.00048,0.015,17
8509,15,5,5,0.000375,0.9,1
8510,35,25,15,0.013125,3.5,4
8511,10,8,5,0.0004,0.045,2
8512,40,40,6,0.0096,3,1
8513,40,40,6,0.0096,3,1
8514,6,8,3,0.000144,0.1,4
8515,11,28,38,0.011704,0.86,2
8516,6,8,3,0.000144,0.1,0
8517,15,7,3,0.000315,0.025,0
8518,7,7,3,0.000147,0.005,2
8519,10,10,5,0.0005,0.1,4
8520,6,6,3,0.000108,0.1,0
8521,19,6,4,0.000456,0.01,4
8522,61,22,1,0.001342,0.2,2
8523,54,38,1,0.002052,0.005,3
8524,20,20,10,0.004,0.7,0
8525,10,10,5,0.0005,0.1,8
8526,2,2,1,0.000004,0.1,0
8527,44,37,5,0.00814,0.055,7
8528,15,23,14,0.00483,0.315,40
8529,17,12,31,0.006324,0.95,1
8530,5,24,24,0.00288,0.085,1
8531,90,65,15,0.08775,6,0
8532,17,9,9,0.001377,0.25,46
8533,15,10,10,0.0015,0.5,0
8534,7,7,2,0.000098,0.001,6
8535,11,25,21,0.005775,0.205,2
8536,6,6,3,0.000108,0.1,2
8537,15,7,3,0.000315,0.015,2
8538,6,6,3,0.000108,0.1,3
8539,15,10,5,0.00075,0.8,3
8540,6,6,3,0.000108,0.1,3
8541,17,9,4,0.000612,0.01,25
8542,18,7,5,0.00063,0.01,36
8543,5,5,2,0.00005,0.1,0
8544,7,7,2,0.000098,0.001,55
8545,15,15,5,0.001125,0.3,41
8546,9,2,16,0.000288,0.001,1
8547,19,10,1,0.00019,0.005,2
8548,9,8,2,0.000144,0.001,47
8549,10,5,5,0.00025,0.5,0
8550,22,8,2,0.000352,0.02,6
8551,5,5,2,0.00005,0.01,22
8552,9,9,4,0.000324,0.01,2
8553,15,10,10,0.0015,0.5,1
8554,15,9,6,0.00081,0.06,3
8555,28,8,2,0.000448,0.025,15
8556,17,5,35,0.002975,0.7,24
8557,17,5,35,0.002975,0.7,0
8558,27,12,18,0.005832,0.095,0
8559,8,5,3,0.00012,0.05,2
8560,150,130,10,0.195,12,1
8561,18,13,13,0.003042,2,1
8562,39,45,9,0.015795,0.295,4
8563,67,13,5,0.004355,0.005,2
8564,18,12,8,0.001728,0.025,1
8565,19,10,1,0.00019,0.001,1
8566,10,10,3,0.0003,0.1,13
8567,24,9,3,0.000648,0.025,5
8568,9,2,43,0.000774,0.025,0
8569,29,8,2,0.000464,0.25,7
8570,15,5,5,0.000375,0.2,0
8571,10,10,5,0.0005,0.1,9
8572,11,11,3,0.000363,0.005,3
8573,32,8,1,0.000256,0.005,1
8574,7,4,3,0.000084,0.005,2
8575,5,10,10,0.0005,0.4,4
8576,12,8,7,0.000672,0.045,8
8577,11,10,3,0.00033,0.05,1
8578,10,10,10,0.001,0.1,6
8579,30,25,20,0.015,7,1
8580,20,20,10,0.004,0.7,0
8581,20,20,10,0.004,0.7,15
8582,21,7,20,0.00294,0.085,1
8583,13,6,6,0.000468,0.015,1
8584,34,24,6,0.004896,0.01,5
8585,9,9,17,0.001377,0.015,23
8586,15,9,9,0.001215,0.015,6
8587,10,5,5,0.00025,0.1,3
8588,8,8,6,0.000384,0.03,13
8589,36,12,19,0.008208,0.8,5
8590,40,20,15,0.012,0.8,9
8591,10,5,5,0.00025,0.6,16
8592,25,23,20,0.0115,0.95,0
8593,25,12,4,0.0012,0.3,0
8594,18,15,5,0.00135,0.35,2
8595,12,6,6,0.000432,0.045,119
8596,14,9,7,0.000882,0.055,32
8597,94,12,8,0.009024,0.415,1
8598,26,10,5,0.0013,0.08,41
8599,27,11,6,0.001782,0.08,17
8600,15,7,5,0.000525,0.005,15
8601,19,6,19,0.002166,0.005,25
8602,17,9,2,0.000306,0.005,2
8603,79,21,1,0.001659,0.2,1
8604,16,6,6,0.000576,0.5,0
8605,140,10,5,0.007,0.1,1
8606,35,15,5,0.002625,0.2,0
8607,23,5,27,0.003105,0.02,1
8608,30,15,15,0.00675,0.2,0
8609,30,10,10,0.003,0.25,0
8610,220,50,50,0.55,5,1
8611,47,110,7,0.03619,2,1
8612,17,14,4,0.000952,0.005,2
8613,32,8,5,0.00128,0.035,1
8614,27,10,3,0.00081,0.3,23
8615,28,6,60,0.01008,3,1
8616,28,6,60,0.01008,3,1
8617,30,25,25,0.01875,3.9,37
8618,25,6,4,0.0006,2.4,63
8619,23,27,24,0.014904,0.28,5
8620,25,14,10,0.0035,0.35,6
8621,59,10,3,0.00177,0.03,0
8622,54,5,1,0.00027,0.5,0
8623,134,16,100,0.2144,4.635,0
8624,120,85,10,0.102,3.5,0
8625,1250,39,14,0.6825,3.8,0
8626,14,8,110,0.01232,0.32,1
8627,31,10,6,0.00186,0.02,37
8628,32,12,5,0.00192,0.265,4
8629,55,13,55,0.039325,3.15,2
8630,55,13,14,0.01001,3.15,18
8631,55,13,13,0.009295,3.05,0
8632,28,25,1,0.0007,2.85,26
8633,100,25,42,0.105,5,39
8634,90,80,15,0.108,8.3,0
8635,90,80,15,0.108,8.3,43
8636,22,14,11,0.003388,0.04,6
8637,16,9,9,0.001296,0.15,7
8638,16,9,9,0.001296,0.02,40
8639,31,25,6,0.00465,0.03,30
8640,30,25,5,0.00375,0.045,16
8641,7,27,22,0.004158,0.225,5
8642,25,18,5,0.00225,2.2,54
8643,92,60,16,0.08832,3.8,25
8644,91,70,18,0.11466,6.15,0
8645,35,15,5,0.002625,0.2,0
8646,59,30,8,0.01416,0.02,0
8647,25,20,15,0.0075,1.5,0
8648,25,20,15,0.0075,1.5,48
8649,58,40,80,0.1856,0.07,1
8650,62,35,12,0.02604,0.08,1
8651,22,21,4,0.001848,0.015,16
8652,8,17,8,0.001088,0.165,5
8653,14,8,8,0.000896,0.115,5
8654,7,18,13,0.001638,0.105,40
8655,30,20,4,0.0024,0.06,1
8656,54,20,14,0.01512,0.05,1
8657,60,50,12,0.036,9.5,0
