code,lenght (cm),width (cm),height (cm),volum (m3),weight (kg),inventory (units)
8658,35,30,10,0.0105,6.3,0
8659,25,34,13,0.01105,2.61,0
8660,33,45,8,0.01188,2,1
8661,50,37,14,0.0259,0.26,13
8662,8,8,8,0.000512,0.15,0
8663,30,9,1,0.00027,0.005,1
8664,32,9,2,0.000576,0.001,6
8665,60,30,3,0.0054,0.015,19
8666,116,44,15,0.07656,0.185,1
8667,35,35,5,0.006125,0.35,0
8668,26,24,5,0.00312,0.035,4
8669,12,9,1,0.000108,0.015,1
8670,25,20,15,0.0075,1.3,3
8671,25,20,15,0.0075,1.3,143
8672,20,12,1,0.00024,0.005,14
8673,15,10,5,0.00075,0.1,1
8674,24,16,15,0.00576,0.165,1
8675,11,15,12,0.00198,1,15
8676,25,15,15,0.005625,1.7,6
8677,17,12,14,0.002856,0.8,0
8678,12,16,14,0.002688,0.085,2
8679,10,10,10,0.001,0.04,0
8680,10,10,10,0.001,0.4,0
8681,10,10,3,0.0003,0.1,0
8682,60,30,25,0.045,3,3
8683,60,30,25,0.045,3,3
8684,60,30,25,0.045,3,9
8685,165,60,32,0.3168,9.5,0
8686,11,7,6,0.000462,0.04,7
8687,18,15,12,0.00324,0.095,3
8688,28,19,13,0.006916,0.335,0
8689,19,11,10,0.00209,0.215,3
8690,10,5,5,0.00025,0.1,0
8691,30,10,5,0.0015,0.1,2
8692,25,21,11,0.005775,2,0
8693,20,16,3,0.00096,0.02,52
8694,26,25,7,0.00455,0.02,3
8695,5,39,39,0.007605,0.06,2
8696,23,11,16,0.004048,0.075,0
8697,41,22,1,0.000902,0.3,27
8698,6,3,2,0.000036,0.1,1
8699,35,15,10,0.00525,0.2,0
8700,20,25,6,0.003,0.15,0
8701,20,20,10,0.004,0.7,1
8702,20,20,10,0.004,0.7,0
8703,18,16,10,0.00288,0.07,24
8704,15,10,5,0.00075,0.1,0
8705,45,35,25,0.039375,2,2
8706,5,4,2,0.00004,0.1,0
8707,3,3,4,0.000036,0.1,0
8708,3,3,6,0.000054,0.1,0
8709,7,5,5,0.000175,0.1,0
8710,7,5,7,0.000245,0.001,1
8711,85,2,2,0.00034,0.15,2
8712,26,10,7,0.00182,0.095,38
8713,9,9,3,0.000243,0.055,32
8714,14,30,38,0.01596,1.18,4
8715,40,30,15,0.018,11.8,2
8716,6,8,3,0.000144,0.1,1
8717,6,8,3,0.000144,0.1,1
8718,40,4,10,0.0016,0.4,1
8719,14,19,19,0.005054,0.125,2
8720,6,8,3,0.000144,0.1,0
8721,20,20,5,0.002,0.08,15
8722,8,6,4,0.000192,0.025,1
8723,8,10,8,0.00064,0.05,1
8724,40,15,2,0.0012,0.2,4
8725,41,15,1,0.000615,0.3,2
8726,10,10,5,0.0005,0.3,0
8727,16,11,3,0.000528,0.2,4
8728,28,28,9,0.007056,4.25,12
8729,60,25,3,0.0045,0.001,6
8730,9,28,28,0.007056,0.55,2
8731,10,3,16,0.00048,0.001,0
8732,4,4,6,0.000096,0.005,2
8733,10,6,5,0.0003,0.1,1
8734,35,25,15,0.013125,3.5,5
8735,35,25,15,0.013125,3.5,2
8736,15,9,6,0.00081,0.055,4
8737,10,5,3,0.00015,0.2,90
8738,25,16,11,0.0044,3,0
8739,7,26,18,0.003276,0.275,19
8740,15,11,11,0.001815,1,4
8741,16,9,4,0.000576,0.005,3
8742,17,14,14,0.003332,0.8,2
8743,20,20,10,0.004,0.7,0
8744,16,10,18,0.00288,0.5,26
8745,8,3,3,0.000072,0.015,7
8746,15,4,2,0.00012,0.15,36
8747,27,20,18,0.00972,0.095,3
8748,28,12,12,0.004032,0.03,7
8749,132,180,10,0.2376,29.8,1
8750,25,25,5,0.003125,0.095,1
8751,25,26,6,0.0039,0.65,7
8752,83,10,10,0.0083,3.35,36
8753,54,9,10,0.00486,0.145,5
8754,60,27,3,0.00486,0.95,5
8755,26,3,60,0.00468,0.09,0
8756,40,25,15,0.015,5,0
8757,15,13,15,0.002925,0.01,12
8758,35,15,15,0.007875,0.5,0
8759,32,13,14,0.005824,0.045,18
8760,20,10,5,0.001,0.2,0
8761,20,10,5,0.001,0.1,4
8762,18,43,17,0.013158,0.12,3
8763,11,11,13,0.001573,0.06,2
8764,37,34,2,0.002516,0.1,0
8765,10,5,5,0.00025,0.1,17
8766,25,20,15,0.0075,0.2,0
8767,29,20,20,0.0116,0.83,1
8768,17,10,5,0.00085,0.1,24
8769,15,10,5,0.00075,0.1,83
8770,21,7,6,0.000882,0.01,35
8771,30,25,20,0.015,1,0
8772,30,25,20,0.015,1,44
8773,30,25,20,0.015,1,36
8774,25,20,20,0.01,0.3,31
8775,17,21,14,0.004998,0.45,0
8776,54,8,45,0.01944,0.19,2
8777,35,25,15,0.013125,1,1
8778,14,31,21,0.009114,0.75,18
8779,26,19,18,0.008892,0.095,5
8780,15,8,4,0.00048,0.005,22
8781,15,9,4,0.00054,0.005,9
8782,20,7,20,0.0028,0.01,16
8783,20,20,8,0.0032,0.01,18
8784,170,20,10,0.034,0.08,0
8785,160,15,24,0.0576,1.67,2
8786,69,30,10,0.0207,0.16,4
8787,66,28,6,0.011088,0.155,2
8788,7,4,29,0.000812,0.04,3
8789,32,20,5,0.0032,0.25,0
8790,25,25,5,0.003125,0.9,0
8791,25,25,5,0.003125,0.7,2
8792,25,25,5,0.003125,0.9,0
8793,25,25,6,0.00375,0.6,16
8794,38,30,15,0.0171,1.16,4
8795,15,30,38,0.0171,1.21,3
8796,10,5,5,0.00025,0.2,0
8797,65,40,5,0.013,0.8,53
8798,90,24,7,0.01512,0.95,4
8799,50,20,5,0.005,0.3,5
8800,16,10,4,0.00064,0.15,43
8801,20,20,5,0.002,0.2,0
8802,10,10,10,0.001,0.7,4
8803,25,20,5,0.0025,0.2,0
8804,14,30,3,0.00126,0.2,2
8805,16,8,4,0.000512,0.005,2
8806,8,8,5,0.00032,0.4,0
8807,6,5,4,0.00012,0.001,5
8808,20,20,15,0.006,0.3,0
8809,5,5,5,0.000125,0.2,0
8810,45,21,2,0.00189,0.03,4
8811,9,2,31,0.000558,0.015,2
8812,33,9,2,0.000594,0.015,1
8813,24,25,4,0.0024,0.45,2
8814,28,24,31,0.020832,0.71,2
8815,10,10,10,0.001,0.1,5
8816,14,8,5,0.00056,0.005,1
8817,20,20,10,0.004,0.7,12
8818,21,13,7,0.001911,0.07,66
8819,15,9,6,0.00081,0.04,2
8820,31,22,5,0.00341,0.02,13
8821,6,8,3,0.000144,0.1,2
8822,30,23,1,0.00069,0.1,0
8823,7,4,3,0.000084,0.005,3
8824,34,18,10,0.00612,0.67,5
8825,25,24,5,0.003,0.085,1
8826,39,24,24,0.022464,0.655,2
8827,8,4,4,0.000128,0.11,27
8828,23,24,3,0.001656,0.12,1
8829,40,35,15,0.021,4,1
8830,34,11,61,0.022814,0.065,0
8831,22,10,11,0.00242,0.33,41
8832,35,25,15,0.013125,3.5,7
8833,18,1,60,0.00108,0.02,30
8834,25,10,5,0.00125,0.21,0
8835,7,9,5,0.000315,0.035,47
8836,15,15,15,0.003375,1.3,0
8837,16,10,5,0.0008,0.035,0
8838,23,12,4,0.001104,0.01,0
8839,11,11,6,0.000726,0.006,0
8840,24,17,11,0.004488,0.8,2
8841,27,15,2,0.00081,0.01,0
8842,40,25,15,0.015,2,1
8843,10,20,9,0.0018,1,9
8844,22,12,12,0.003168,0.8,20
8845,20,20,5,0.002,0.2,0
8846,29,29,5,0.004205,7,2
8847,19,14,5,0.00133,0.015,1
8848,50,10,6,0.003,0.21,2
8849,15,10,1,0.00015,0.001,2
8850,34,10,7,0.00238,0.075,8
8851,15,5,5,0.000375,0.2,0
8852,20,19,30,0.0114,0.215,3
8853,9,20,9,0.00162,0.045,1
8854,20,20,10,0.004,0.7,0
8855,50,20,15,0.015,2,1
8856,17,11,3,0.000561,0.3,3
8857,15,9,6,0.00081,0.5,38
8858,15,10,5,0.00075,0.2,11
8859,15,9,1,0.000135,0.005,1
8860,50,10,8,0.004,0.205,2
8861,90,10,10,0.009,2.6,4
8862,90,10,10,0.009,2.6,28
8863,90,10,10,0.009,2.6,0
8864,21,11,11,0.002541,0.11,5
8865,14,10,1,0.00014,0.005,1
8866,8,6,4,0.000192,0.01,23
8867,11,11,13,0.001573,0.025,7
8868,20,5,5,0.0005,0.2,12
8869,22,5,5,0.00055,0.03,2
8870,21,18,18,0.006804,0.035,11
8871,25,20,3,0.0015,0.2,0
8872,40,25,15,0.015,2,2
8873,12,31,31,0.011532,1.01,19
8874,5,5,2,0.00005,0.1,0
8875,6,3,3,0.000054,0.005,4
8876,195,50,40,0.39,0.34,1
8877,25,10,5,0.00125,0.1,9
8878,29,17,6,0.002958,0.01,6
8879,32,17,26,0.014144,1.25,12
8880,35,30,20,0.021,1.3,14
8881,173,50,22,0.1903,15,11
8882,13,12,2,0.000312,0.01,1
8883,24,12,4,0.001152,0.02,2
8884,12,4,23,0.001104,0.02,2
8885,11,8,6,0.000528,0.04,22
8886,25,24,5,0.003,0.055,6
8887,25,7,25,0.004375,0.055,6
8888,18,8,4,0.000576,0.02,4
8889,18,8,4,0.000576,0.2,0
8890,18,10,4,0.00072,0.02,6
8891,18,8,4,0.000576,0.02,11
8892,20,18,7,0.00252,0.3,1
8893,10,7,6,0.00042,0.04,17
8894,10,10,5,0.0005,0.1,0
8895,61,20,13,0.01586,4,1
8896,30,10,15,0.0045,3.5,0
8897,10,10,5,0.0005,0.03,13
8898,10,10,10,0.001,0.1,0
8899,9,12,15,0.00162,0.02,0
8900,15,8,8,0.00096,0.35,11
8901,55,20,4,0.0044,0.075,36
8902,11,28,24,0.007392,0.255,4
8903,28,10,24,0.00672,0.26,0
8904,16,3,20,0.00096,0.02,225
8905,18,8,4,0.000576,0.01,64
8906,17,8,5,0.00068,0.01,44
8907,8,4,2,0.000064,0.005,6
8908,6,5,2,0.00006,0.001,36
8909,5,5,5,0.000125,0.1,4
8910,37,1,59,0.002183,0.035,29
8911,15,10,5,0.00075,0.5,0
8912,6,9,9,0.000486,0.4,71
8913,65,35,15,0.034125,0.6,0
8914,25,15,10,0.00375,0.5,0
8915,22,10,11,0.00242,0.3,75
8916,75,15,57,0.064125,5,1
8917,137,27,12,0.044388,1.05,3
8918,150,40,15,0.09,3,12
8919,30,15,10,0.0045,0.4,0
8920,25,15,7,0.002625,0.48,0
8921,8,3,2,0.000048,0.165,5
8922,39,10,5,0.00195,0.15,0
8923,21,8,2,0.000336,0.02,19
8924,25,10,5,0.00125,0.2,0
8925,33,9,2,0.000594,0.02,23
8926,19,19,14,0.005054,0.13,9
8927,14,19,19,0.005054,0.145,3
8928,21,10,9,0.00189,0.045,15
8929,40,12,1,0.00048,0.12,1
8930,22,18,18,0.007128,0.4,0
8931,22,20,20,0.0088,0.3,12
8932,16,11,3,0.000528,0.1,0
8933,16,11,3,0.000528,0.1,0
8934,25,20,5,0.0025,0.5,0
8935,18,42,17,0.012852,0.115,13
8936,40,20,15,0.012,1,0
8937,25,11,7,0.001925,0.3,3
8938,16,9,2,0.000288,0.005,1
8939,20,10,5,0.001,0.1,1
8940,60,10,5,0.003,0.2,1
8941,35,25,15,0.013125,3.5,1
8942,25,10,10,0.0025,0.2,1
8943,26,20,3,0.00156,0.01,8
8944,65,35,5,0.011375,0.5,0
8945,30,20,20,0.012,2.2,16
8946,27,8,2,0.000432,0.025,6
8947,7,7,2,0.000098,0.1,8
8948,4,3,7,0.000084,0.005,8
8949,10,6,6,0.00036,0.005,9
8950,40,40,6,0.0096,3,0
8951,48,54,6,0.015552,3.15,11
8952,40,25,15,0.015,2,1
8953,17,10,6,0.00102,0.4,10
8954,14,24,14,0.004704,0.16,2
8955,8,2,24,0.000384,0.02,1
8956,10,8,5,0.0004,0.1,7
8957,12,10,5,0.0006,0.03,10
8958,25,20,5,0.0025,0.2,1
8959,21,20,3,0.00126,0.2,0
8960,22,22,21,0.010164,0.055,42
8961,25,25,20,0.0125,0.4,43
8962,20,15,10,0.003,0.4,0
8963,16,11,5,0.00088,0.3,13
8964,20,20,10,0.004,0.7,0
8965,18,16,10,0.00288,0.065,8
8966,20,20,10,0.004,0.7,0
8967,20,10,20,0.004,0.09,23
8968,18,16,10,0.00288,0.085,43
8969,20,20,10,0.004,0.7,0
8970,10,5,5,0.00025,0.1,0
8971,10,5,5,0.00025,0.1,1
8972,8,8,4,0.000256,0.065,4
8973,52,12,5,0.00312,0.025,13
8974,15,12,9,0.00162,0.085,2
8975,40,40,6,0.0096,3,0
8976,40,40,6,0.0096,3,0
8977,40,40,6,0.0096,3,0
8978,38,5,5,0.00095,0.085,13
8979,20,10,5,0.001,0.1,1
8980,61,21,3,0.003843,0.075,5
8981,11,11,3,0.000363,0.01,4
8982,10,10,5,0.0005,0.1,0
8983,7,5,5,0.000175,0.001,4
8984,59,39,6,0.013806,0.385,2
8985,25,15,15,0.005625,1.6,5
8986,30,10,5,0.0015,0.1,0
8987,30,9,2,0.00054,0.15,18
8988,9,2,55,0.00099,0.02,1
8989,35,17,5,0.002975,0.025,6
8990,40,16,4,0.00256,0.04,7
8991,15,10,5,0.00075,0.1,0
8992,5,5,7,0.000175,0.005,1
8993,20,15,10,0.003,0.3,1
8994,29,19,14,0.007714,0.845,5
8995,8,4,3,0.000096,0.001,1
8996,15,9,2,0.00027,0.005,6
8997,35,30,20,0.021,2,19
8998,35,30,20,0.021,2,9
8999,6,5,4,0.00012,0.1,0
9000,12,1,12,0.000144,0.015,47
9001,25,20,15,0.0075,1,0
9002,19,10,8,0.00152,0.125,3
9003,45,22,2,0.00198,0.765,5
9004,8,8,3,0.000192,0.005,23
9005,16,10,2,0.00032,0.005,1
9006,10,5,5,0.00025,0.1,0
9007,40,25,15,0.015,3,2
9008,50,35,30,0.0525,5,2
9009,29,29,29,0.024389,1.33,3
9010,8,6,5,0.00024,0.1,0
9011,8,6,5,0.00024,0.1,0
9012,34,19,11,0.007106,0.55,5
9013,44,37,1,0.001628,0.055,16
9014,35,30,15,0.01575,5,0
9015,40,45,6,0.0108,2,2
9016,18,18,22,0.007128,0.4,0
9017,14,9,9,0.001134,0.3,1
9018,15,9,6,0.00081,0.055,5
9019,12,10,15,0.0018,0.4,2
9020,30,20,5,0.003,0.4,0
9021,10,8,5,0.0004,0.2,0
9022,6,2,2,0.000024,0.2,0
9023,5,3,4,0.00006,0.1,2
9024,186,20,5,0.0186,0.16,0
9025,186,27,16,0.080352,0.985,2
9026,50,10,8,0.004,2.115,4
9027,14,10,8,0.00112,0.13,23
9028,6,6,3,0.000108,0.1,0
9029,15,7,6,0.00063,0.045,1
9030,36,36,6,0.007776,3,0
9031,60,23,5,0.0069,0.07,1
9032,25,8,2,0.0004,0.02,1
9033,20,19,14,0.00532,2,1
9034,13,19,19,0.004693,0.145,2
9035,24,1,38,0.000912,0.01,1
9036,20,15,10,0.003,0.3,0
9037,16,6,6,0.000576,0.3,0
9038,13,9,3,0.000351,0.05,3
9039,20,15,15,0.0045,1,0
9040,45,25,20,0.0225,1.1,2
9041,40,25,15,0.015,1,17
9042,40,15,20,0.012,0.8,15
9043,15,15,5,0.001125,0.1,0
9044,30,15,5,0.00225,0.2,0
9045,40,5,5,0.001,0.4,0
9046,40,5,5,0.001,0.4,0
9047,9,2,15,0.00027,0.005,2
9048,7,7,2,0.000098,0.005,20
9049,24,18,11,0.004752,0.08,2
9050,25,24,5,0.003,0.09,1
9051,11,11,5,0.000605,0.015,0
9052,6,8,3,0.000144,0.1,4
9053,3,8,3,0.000072,0.015,61
9054,8,4,3,0.000096,0.005,0
9055,7,35,30,0.00735,0.585,10
9056,160,30,20,0.096,3.4,19
9057,30,10,5,0.0015,0.2,0
9058,13,19,10,0.00247,0.075,5
9059,20,19,16,0.00608,0.03,8
9060,14,11,11,0.001694,0.2,0
9061,20,15,10,0.003,0.3,0
9062,11,5,16,0.00088,0.03,0
9063,40,35,20,0.028,5,1
9064,16,6,6,0.000576,0.5,0
9065,16,6,6,0.000576,0.5,0
9066,60,30,5,0.009,1.6,0
9067,37,24,4,0.003552,0.35,4
9068,10,10,5,0.0005,0.1,6
9069,6,8,3,0.000144,0.1,9
9070,6,6,3,0.000108,0.1,0
9071,36,25,6,0.0054,0.3,4
9072,40,35,15,0.021,2,1
9073,27,20,5,0.0027,0.03,9
9074,30,25,20,0.015,7,0
9075,20,20,10,0.004,0.7,0
9076,18,16,10,0.00288,0.75,3
9077,20,20,10,0.004,0.7,0
9078,30,20,20,0.012,1.8,22
9079,22,8,2,0.000352,0.02,1
9080,30,25,20,0.015,7,1
9081,20,20,10,0.004,0.7,0
9082,18,16,10,0.00288,0.55,19
9083,35,5,6,0.00105,0.07,4
9084,12,10,15,0.0018,0.4,8
9085,15,9,6,0.00081,0.05,4
9086,61,21,3,0.003843,0.09,0
9087,17,9,3,0.000459,0.005,64
9088,8,8,2,0.000128,0.005,33
9089,15,39,19,0.011115,0.375,11
9090,6,8,3,0.000144,0.1,4
9091,22,11,5,0.00121,0.025,6
9092,6,8,3,0.000144,0.1,0
9093,35,5,5,0.000875,1,0
9094,18,7,4,0.000504,0.01,7
9095,5,2,8,0.00008,0.002,7
9096,25,25,7,0.004375,0.085,1
9097,17,10,3,0.00051,0.005,76
9098,6,17,8,0.000816,0.55,1
9099,10,5,5,0.00025,0.6,0
9100,4,4,6,0.000096,0.001,8
9101,61,23,2,0.002806,0.35,2
9102,54,30,4,0.00648,1.545,11
9103,63,33,4,0.008316,0.105,15
9104,10,2,17,0.00034,0.005,57
9105,8,4,16,0.000512,0.005,12
9106,5,5,3,0.000075,0.1,0
9107,11,20,15,0.0033,0.19,11
9108,52,15,8,0.00624,0.3,10
9109,20,9,11,0.00198,0.055,5
9110,10,5,3,0.00015,0.1,0
9111,45,35,15,0.023625,5,1
9112,7,7,6,0.000294,0.15,1
9113,30,20,5,0.003,0.1,2
9114,10,5,5,0.00025,0.1,0
9115,30,10,5,0.0015,0.2,0
9116,21,8,2,0.000336,0.02,4
9117,26,8,2,0.000416,0.1,0
9118,22,8,2,0.000352,0.2,6
9119,8,8,20,0.00128,0.1,0
9120,25,20,5,0.0025,0.3,6
9121,7,43,43,0.012943,0.11,2
9122,45,14,11,0.00693,0.295,2
9123,40,40,6,0.0096,3,1
9124,56,45,7,0.01764,0.305,3
9125,19,25,23,0.010925,0.13,2
9126,6,22,14,0.001848,0.09,3
9127,50,10,8,0.004,1.15,4
9128,8,8,5,0.00032,0.065,4
9129,35,25,15,0.013125,3.5,1
9130,15,12,9,0.00162,0.095,3
9131,40,40,6,0.0096,3,0
9132,50,40,18,0.036,4.45,7
9133,40,25,15,0.015,3,1
9134,5,10,10,0.0005,0.015,5
9135,6,8,3,0.000144,0.1,2
9136,21,28,10,0.00588,0.155,8
9137,24,14,15,0.00504,2.1,28
9138,80,2,20,0.0032,0.015,8
9139,18,18,22,0.007128,0.36,5
9140,10,10,5,0.0005,0.1,7
9141,10,10,5,0.0005,0.1,39
9142,25,20,15,0.0075,1.5,3
9143,15,10,10,0.0015,0.2,1
9144,20,20,10,0.004,0.7,0
9145,20,20,10,0.004,0.7,10
9146,21,21,8,0.003528,0.06,2
9147,20,20,10,0.004,0.7,13
9148,20,20,10,0.004,0.7,1
9149,17,11,6,0.001122,0.045,6
9150,61,23,2,0.002806,0.35,6
9151,60,27,4,0.00648,1.2,17
9152,40,25,15,0.015,4.5,0
9153,25,13,5,0.001625,0.03,0
9154,31,19,20,0.01178,0.28,9
9155,10,6,6,0.00036,0.005,4
9156,26,10,1,0.00026,0.005,6
9157,18,9,3,0.000486,0.005,1
9158,29,27,12,0.009396,0.37,2
9159,17,5,3,0.000255,0.04,2
9160,25,20,5,0.0025,0.1,0
9161,11,11,13,0.001573,0.02,1
9162,55,53,29,0.084535,5.1,38
9163,40,20,15,0.012,0.8,25
9164,19,25,6,0.00285,0.075,3
9165,18,7,7,0.000882,0.2,0
9166,8,7,4,0.000224,0.1,0
9167,7,5,5,0.000175,0.01,16
9168,25,20,5,0.0025,0.2,0
9169,25,20,5,0.0025,0.2,0
9170,30,30,12,0.0108,1.09,64
9171,160,25,25,0.1,10.5,12
9172,50,8,7,0.0028,0.31,17
9173,16,6,6,0.000576,0.2,2
9174,20,20,8,0.0032,0.1,1
9175,20,10,10,0.002,0.1,2
9176,40,25,15,0.015,2,1
9177,50,30,30,0.045,3,1
9178,20,20,14,0.0056,4.95,31
9179,28,28,6,0.004704,0.525,2
9180,30,25,20,0.015,0.8,13
9181,30,25,20,0.015,0.8,18
9182,50,30,20,0.03,1,18
9183,48,25,15,0.018,0.95,33
9184,5,5,2,0.00005,0.1,14
9185,170,40,30,0.204,2.7,3
9186,170,30,20,0.102,1,0
9187,30,20,20,0.012,1,5
9188,30,20,20,0.012,1,3
9189,30,20,20,0.012,1,5
9190,32,22,16,0.011264,0.7,7
9191,18,24,4,0.001728,0.08,3
9192,23,6,21,0.002898,0.16,1
9193,23,18,7,0.002898,1.1,5
9194,10,10,10,0.001,0.015,2
9195,4,4,2,0.000032,0.1,0
9196,20,20,15,0.006,0.3,0
9197,24,25,5,0.003,0.055,2
9198,25,25,5,0.003125,0.2,0
9199,20,20,10,0.004,0.3,2
9200,15,9,6,0.00081,0.055,8
9201,14,10,8,0.00112,0.09,2
9202,40,40,6,0.0096,3,2
9203,40,40,6,0.0096,3,0
9204,60,30,5,0.009,0.4,10
9205,23,23,15,0.007935,0.23,16
9206,11,11,5,0.000605,0.015,9
9207,4,10,10,0.0004,0.015,22
9208,50,22,2,0.0022,0.02,43
9209,45,36,26,0.04212,4,1
9210,19,17,3,0.000969,0.005,1
9211,18,5,5,0.00045,0.3,0
9212,25,15,15,0.005625,2.5,0
9213,11,22,11,0.002662,0.03,213
9214,83,16,65,0.08632,6.2,48
9215,5,5,5,0.000125,0.1,0
9216,95,30,10,0.0285,1.6,12
9217,15,10,5,0.00075,0.2,0
9218,40,6,5,0.0012,0.35,0
9219,38,22,5,0.00418,0.02,9
9220,15,15,10,0.00225,1,0
9221,8,2,20,0.00032,0.015,15
9222,17,16,12,0.003264,1.265,0
9223,12,16,17,0.003264,0.11,7
9224,20,10,3,0.0006,0.1,0
9225,20,15,12,0.0036,0.3,1
9226,50,20,15,0.015,2,0
9227,27,10,3,0.00081,0.2,0
9228,16,5,5,0.0004,0.01,8
9229,25,20,5,0.0025,0.3,0
9230,16,6,3,0.000288,0.01,26
9231,28,12,12,0.004032,0.035,2
9232,20,10,10,0.002,0.2,0
9233,20,10,10,0.002,0.2,0
9234,20,10,10,0.002,0.65,0
9235,17,12,1,0.000204,0.05,0
9236,10,10,5,0.0005,0.4,0
9237,35,30,15,0.01575,6,1
9238,10,10,5,0.0005,0.1,0
9239,27,2,8,0.000432,0.02,4
9240,21,20,10,0.0042,0.07,5
9241,30,10,18,0.0054,0.13,15
9242,11,13,11,0.001573,0.085,0
9243,10,5,5,0.00025,0.1,14
9244,,,50,0,0.01,0
9245,,,26,0,0.008,2
9246,28,12,17,0.005712,0.035,0
9247,42,26,16,0.017472,15,0
9248,25,20,5,0.0025,0.2,0
9249,40,40,8,0.0128,7,1
9250,36,36,29,0.037584,0.024,1
9251,13,13,5,0.000845,0.3,8
9252,15,14,24,0.00504,1.75,4
9253,35,18,3,0.00189,0.35,96
9254,9,3,36,0.000972,0.035,39
9255,20,15,15,0.0045,0.8,18
9256,22,18,13,0.005148,0.8,32
9257,34,5,5,0.00085,0.005,1
9258,34,5,5,0.00085,0.01,1
9259,64,23,21,0.030912,0.67,3
9260,24,64,21,0.032256,0.675,13
9261,16,17,17,0.004624,0.19,10
9262,40,39,13,0.02028,0.295,0
9263,19,11,11,0.002299,0.05,0
9264,30,20,15,0.009,3.5,0
9265,51,26,2,0.002652,0.025,1
9266,17,11,7,0.001309,0.125,0
9267,6,18,13,0.001404,0.18,21
9268,21,13,6,0.001638,0.04,44
9269,22,24,15,0.00792,6.8,0
9270,15,24,22,0.00792,0.07,0
9271,56,53,30,0.08904,5,1
9272,55,53,30,0.08745,5.1,0
9273,42,39,11,0.018018,1.555,0
9274,43,36,20,0.03096,1.65,0
9275,10,10,10,0.001,0.7,0
9276,15,15,11,0.002475,0.3,0
9277,70,10,5,0.0035,0.1,0
9278,20,14,30,0.0084,0.035,1
9279,25,20,10,0.005,0.35,4
9280,34,8,8,0.002176,0.21,0
9281,35,20,10,0.007,0.8,1
9282,30,25,10,0.0075,0.1,0
9283,30,25,10,0.0075,0.2,0
9284,35,36,7,0.00882,9,7
9285,12,10,15,0.0018,0.4,0
9286,51,58,10,0.02958,0.93,0
9287,65,57,16,0.05928,1.045,2
9288,35,11,11,0.004235,1,5
9289,38,6,5,0.00114,0.09,4
9290,50,30,5,0.0075,0.085,0
9291,28,9,9,0.002268,0.135,6
9292,25,20,5,0.0025,0.2,0
9293,5,5,3,0.000075,0.1,0
9294,17,16,5,0.00136,0.67,3
9295,32,18,18,0.010368,0.85,9
9296,24,21,6,0.003024,0.09,16
9297,8,12,8,0.000768,0.065,11
9298,40,5,5,0.001,0.8,0
9299,17,15,5,0.001275,0.05,0
9300,51,30,16,0.02448,0.655,2
9301,11,11,5,0.000605,0.015,16
9302,11,11,5,0.000605,0.01,5
9303,60,27,3,0.00486,0.035,2
9304,85,60,15,0.0765,6,0
9305,20,20,10,0.004,0.7,8
9306,18,16,10,0.00288,0.06,11
9307,20,15,10,0.003,1.6,28
9308,18,8,4,0.000576,0.035,2
9309,18,14,5,0.00126,0.03,3
9310,15,12,10,0.0018,0.4,10
9311,12,10,15,0.0018,0.4,7
9312,50,10,6,0.003,1.38,3
9313,27,10,6,0.00162,0.08,10
9314,15,12,9,0.00162,0.08,8
9315,6,8,3,0.000144,0.1,4
9316,25,13,5,0.001625,0.03,3
9317,8,3,3,0.000072,0.01,41
9318,4,4,11,0.000176,0.3,34
9319,8,46,40,0.01472,0.315,5
9320,10,10,20,0.002,0.2,9
9321,18,9,9,0.001458,0.25,74
9322,8,8,2,0.000128,0.05,1
9323,10,10,1,0.0001,0.1,32
9324,10,5,5,0.00025,0.1,6
9325,24,21,8,0.004032,0.01,1
9326,28,21,5,0.00294,0.015,7
9327,20,11,8,0.00176,0.32,3
9328,8,19,15,0.00228,0.325,21
9329,9,17,13,0.001989,0.135,0
9330,18,13,7,0.001638,0.125,12
9331,15,12,8,0.00144,0.1,0
9332,51,13,11,0.007293,0.23,10
9333,43,13,5,0.002795,0.205,5
9334,39,13,8,0.004056,0.25,0
9335,44,14,7,0.004312,0.21,5
9336,23,18,3,0.001242,0.05,0
9337,46,11,3,0.001518,0.03,4
9338,14,13,6,0.001092,0.025,0
9339,31,31,9,0.008649,0.05,65
9340,5,10,5,0.00025,0.1,0
9341,5,5,2,0.00005,0.1,0
9342,40,39,8,0.01248,1.34,2
9343,30,30,7,0.0063,0.775,76
9344,12,14,12,0.002016,0.125,9
9345,36,7,13,0.003276,0.04,7
9346,36,14,7,0.003528,0.035,9
9347,8,4,4,0.000128,0.01,4
9348,19,15,7,0.001995,0.025,1
9349,20,15,10,0.003,0.3,0
9350,21,14,6,0.001764,0.17,3
9351,7,17,14,0.001666,0.17,167
9352,5,1,1,0.000005,0.1,0
9353,8,5,4,0.00016,0.005,12
9354,24,17,7,0.002856,0.015,2
9355,9,27,12,0.002916,0.27,37
9356,25,15,5,0.001875,2,86
9357,40,40,6,0.0096,3,2
9358,41,63,11,0.028413,7.22,62
9359,40,40,6,0.0096,3,2
9360,68,53,3,0.010812,0.715,59
9361,45,14,4,0.00252,0.06,68
9362,40,8,4,0.00128,0.08,1
9363,45,14,4,0.00252,0.6,126
9364,40,9,4,0.00144,0.08,0
9365,24,18,16,0.006912,3.1,1
9366,8,9,8,0.000576,0.01,0
9367,30,10,5,0.0015,0.1,10
9368,27,9,2,0.000486,0.015,19
